address,suburb,postcode,state,Country,shortid,latitude,longitude,status
109 Kent Road,Hamilton,3300,VIC,Australia,5612,-37.7276435,142.0185004,cached
106 Carmine Chase,Brabham,6055,WA,Australia,ZG813,-31.8234763,115.9752274,cached
Canterbury St,Brown Hill,3350,VIC,Australia,TVG8S,-37.554974,143.8898363,cached
14 Beauford Avenue,Maryland,2287,NSW,Australia,1060,-32.8879555,151.6627281,cached
14 Cedar Street,Langwarrin,3910,VIC,Australia,5983,-38.15222809999999,145.1756806,cached
2 Olive York Way,Brunswick West,3055,VIC,Australia,5986,-37.7585094,144.9396326,cached
55 Dumfries Street,Deer Park,3023,VIC,Australia,7058,-37.7620321,144.7694269,cached
5 Baltusrol Close,Sunbury,3429,VIC,Australia,712,-37.5813061,144.7546292,cached
73 Palmer Street,Dubbo,2830,NSW,Australia,1095,-32.2635875,148.6154407,cached
3/14 Bamboo Court,Doveton,3177,VIC,Australia,716IY,-37.9883421,145.2325664,cached
2b Nithsdale Road,Noble Park,3174,VIC,Australia,718,-37.95827200000001,145.173502,cached
18 Cruse Street,Wangaratta,3676,VIC,Australia,611,-36.3550644,146.293195,cached
25 Olympus Drive,Croydon South,3136,VIC,Australia,719,-37.8157035,145.2833367,cached
50 Orchard Road,Bass Hill,2197,NSW,Australia,1239,-33.893325,150.9966576,cached
547 Nagle Road,Lavington,2641,NSW,Australia,1242,-36.0383204,146.95592,cached
79 Wall Road,Gorokan,2263,NSW,Australia,9ZLDK,-33.2567429,151.5024279,cached
3/10 Lisson Grove,Hawthorn,3122,VIC,Australia,722,-37.8264959,145.0276589,cached
10 Kirsten Street,Wyndham Vale,3024,VIC,Australia,TMUBF,-37.86478,144.6263238,cached
Clyde,Clyde,3978,VIC,Australia,V14UI,-38.1284823,145.3217471,cached
Eaton Road,Mount Duneed,3217,VIC,Australia,7221,-38.2201894,144.3243313,cached
9/41 Grano Street,Ararat,3377,VIC,Australia,7358,-37.2793877,142.9466156,cached
63a Terry Road,Denistone,2114,NSW,Australia,1JRIR,-33.8012122,151.0959934,cached
3/136 Rowan street,Wangaratta,3676,VIC,Australia,7359,-36.350022,146.3100522,cached
27 Balmoral Street,Portland,3305,VIC,Australia,7361,-38.3602983,141.5965086,cached
1111/25 Coventry St,Southbank,3006,VIC,Australia,737,-37.8292333,144.9700372,cached
Caroline Springs VIC 3023,WESTERN SUBURBS,3023,VIC,Australia,7415,-37.7431281,144.7356782,cached
Akashi Crescent,Craigieburn,3064,VIC,Australia,7437,-37.5766096,144.8982312,cached
La Scala Avenue,Maribyrnong,3084,VIC,Australia,7444,-37.7819502,144.8925758,cached
35 Hall Street,Moonee Ponds,3039,VIC,Australia,7520,-37.7661244,144.9219806,cached
9 Bulong Street,Dandenong,3175,VIC,Australia,6285,-37.9843561,145.2038344,cached
67-69 High Street,Preston,3072,VIC,Australia,7532,-37.7504584,145.0017419,cached
Ringrose Avenue,Greystanes,2145,NSW,Australia,1QKY8,-33.8244437,150.9583158,cached
Cranbourne Drive,Cranbourne,3977,VIC,Australia,7539,-38.1085369,145.2776289,cached
18E Purinuan Road,Reservoir,3073,VIC,Australia,7550,-37.7093226,145.0322911,cached
168 Commerce Street,Taree,2430,NSW,Australia,2211,-31.9028689,152.4465624,cached
10 Valeria Street,Toongabbie,2146,NSW,Australia,2178,-33.7850717,150.9488145,cached
16 Carwarp Street,Macleod,3085,VIC,Australia,7560,-37.729163,145.0712966,cached
Collings Street,Camberwell,3124,VIC,Australia,7747,-37.8458818,145.0753568,cached
32-34 Shepherd St,Liverpool,2170,NSW,Australia,2137,-33.9334144,150.9225275,cached
19 Ashleigh Avenue,Frankston,3199,VIC,Australia,7833,-38.1452531,145.1444876,cached
3/3 McCole St,Sale,3850,VIC,Australia,7885,-38.0980916,147.0728507,cached
108 Smythes Road Unit 3,DELACOMBE,3356,VIC,Australia,7906,-37.5882468,143.8161047,cached
64 Baysfield Road West,Bayswater North,3153,VIC,Australia,7981,-37.8239295,145.2755857,cached
Clyde North,Clyde North,3978,VIC,Australia,WYQ49,-38.1108098,145.3287992,cached
5 Burgmanns Lane,Tamworth,2340,NSW,Australia,7826,-31.1374943,150.8804043,cached
29 Tolhurst Street,Tarneit,3029,VIC,Australia,7999,-37.8261687,144.6821253,cached
3 Chanara Cr,Dubbo,2830,NSW,Australia,2488,-32.2522679,148.6539804,cached
12 McLochlan Street,Mount Waverley,3149,VIC,Australia,7DE94,-37.8801393,145.1177093,cached
1/56 Henry Street,Koo Wee Rup,3981,VIC,Australia,7MGV2,-38.195562,145.4874596,cached
"70 Doncaster Avenue, Narellan",Narellan,2567,NSW,Australia,KR748,-34.0462628,150.7411396,cached
18 Second Avenue,Toongabbie,2146,NSW,Australia,2438,-33.78957219999999,150.9580931,cached
41 Macquarie Drive,Mudgee,2850,NSW,Australia,2883,-32.6179328,149.5849281,cached
42 Tonkin Street Safety Beach Morning Peninsula,Safety Beach,3936,VIC,Australia,800,-38.3170651,144.9973744,cached
Cambridge Gardens,Cambridge Gardens,2747,NSW,Australia,2959,-33.7401147,150.7217363,cached
JORDAN SPRINGS 2747,Llandilo,2747,NSW,Australia,2972,-33.7229395,150.7277359,cached
Jordan Springs,Jordan Springs,2747,NSW,Australia,2975,-33.7229395,150.7277359,cached
The Ponds,The Ponds,2769,NSW,Australia,2977,-33.7031923,150.9016476,cached
Cranebrook NSW,Cranebrook,2749,NSW,Australia,2978,-33.71929739999999,150.7087705,cached
The Ponds NSW,The Ponds,2769,NSW,Australia,2981,-33.7068289,150.9015842,cached
Lot 801 Vineyard Grove Estate,Cessnock,2325,NSW,Australia,2MRCU,-32.7487389,151.3672991,cached
7 Cook Court,Dandenong North,3175,VIC,Australia,8008,-37.965763,145.2145146,cached
51A Doonside Cresent,Blacktown,2148,NSW,Australia,3035,-33.7649406,150.8903522,cached
34 Dina Beth Avenue,Blacktown,2148,NSW,Australia,3066,-33.774112,150.8865157,cached
"25 Albyn Street, Bexley NSW 2207",Bexley,2207,NSW,Australia,2548,-33.9496128,151.1274661,cached
2 Sebright Street,Austral,2179,NSW,Australia,MZGEK,-33.9335839,150.8085381,cached
3/30 Toner Avenue,Myrtleford,3737,VIC,Australia,7055,-36.5531531,146.723065,cached
7 Cook Court,Dandenong North,3175,VIC,Australia,8009,-37.965763,145.2145146,cached
6 Waratah Grove,Wendouree,3355,VIC,Australia,7301,-37.5264422,143.8158946,cached
70 Kawarren street,Balwyn North,3104,VIC,Australia,8131,-37.7820613,145.092221,cached
Cranebrook,Cranebrook,2749,NSW,Australia,3246,-33.71929739999999,150.7087705,cached
Cranebrook,Cranebrook,2749,NSW,Australia,3257,-33.71929739999999,150.7087705,cached
101 Wall Park Ave,Blacktown,2148,NSW,Australia,3577,-33.7756229,150.9213485,cached
4 Curringa Road,Villawood,2163,NSW,Australia,3407,-33.8863807,150.9722602,cached
8-10 Stanley Street,Forster,2428,NSW,Australia,3467,-32.1933721,152.5131355,cached
Hillside,Hillside,3037,VIC,Australia,7124,-37.6920638,144.7442073,cached
37 Marigold Avenue,Altona North,3025,VIC,Australia,816,-37.8277846,144.8533123,cached
Adelong Blvd,Cobblebank,3338,VIC,Australia,YKHFU,-37.7189897,144.6090607,cached
Villa 2 / 12 Bambara Road,Frenchs Forest,2086,NSW,Australia,3704,-33.7420324,151.2187457,cached
132 Grant Street,Sebastopol,3356,VIC,Australia,8169,-37.5973905,143.8312563,cached
Fryers Road,Campbells Creek,3451,VIC,Australia,8202,-37.1051626,144.2127476,cached
Railway Cres,Mittagong,2575,NSW,Australia,3902,-34.4496901,150.4556716,cached
26 Morris Crescent,Gobbagombalin,2650,NSW,Australia,2212,-35.0720486,147.3368219,cached
43 Wahroonga Road,Kanwal,2259,NSW,Australia,3903,-33.2691762,151.4845872,cached
43 Wahroonga Road,Kanwal,2259,NSW,Australia,3904,-33.2691762,151.4845872,cached
13 Cootamundra Street Doveton,Doveton,3177,VIC,Australia,8262,-37.9817778,145.2366197,cached
13 Breadalbane Street,Newcomb,3219,VIC,Australia,8355,-38.162131,144.388557,cached
18 Grand Parade Rutherford NSW,Rutherford,2320,NSW,Australia,2321,-32.7225593,151.513431,cached
Middleton Grange,Middleton Grange,2171,NSW,Australia,3969,-33.9149164,150.8394943,cached
2/43 Eliza Circuit,Port Macquarie,2444,NSW,Australia,3973,-31.4607388,152.8668766,cached
54 Nelson Street,California Gully,3556,VIC,Australia,8613,-36.7266328,144.2671992,cached
697a Main Rd,Edgeworth,2285,NSW,Australia,8477,-32.9245929,151.6266275,cached
3/24 Hereford Road,Mt Evelyn,3796,VIC,Australia,8629,-37.7831712,145.3837043,cached
36 Fairlie Avenue,Macleod,3085,VIC,Australia,8721,-37.722538,145.078815,cached
9 Volero Street,Clyde,3978,VIC,Australia,8731,-38.1378334,145.3672235,cached
222A Holdsworth Road,North Bendigo,3550,VIC,Australia,8738,-36.733336,144.2832471,cached
1/399 Urana Road,Lavington,2641,NSW,Australia,4911,-36.0451994,146.9290951,cached
6 Kurrajong Court,Benalla,3672,VIC,Australia,8750,-36.5593248,145.9968788,cached
67-69 High Street,Preston,3072,VIC,Australia,7523,-37.7504584,145.0017419,cached
36 McGonigal Street,Colac,3250,VIC,Australia,8853,-38.3321519,143.605998,cached
18 Sylvan Valley Close,Niagara Park,2250,NSW,Australia,2354,-33.3753604,151.3590656,cached
205/185 Roslyn Street,West Melbourne,3003,VIC,Australia,758,-37.8098401,144.9489449,cached
"Eddy Street, St Clair",St Clair,2759,NSW,Australia,5249,-33.7903203,150.797265,cached
6 Cricklewood Avenue,Frankston,3199,VIC,Australia,8988,-38.1366181,145.1304919,cached
17 Birdwood Avenue,Dandenong,3175,VIC,Australia,8989,-37.9807366,145.2033483,cached
JORDAN SPRINGS 2747,Llandilo,2747,NSW,Australia,5296,-33.7229395,150.7277359,cached
17 Birdwood Avenue,Dandenong,3175,VIC,Australia,8990,-37.9807366,145.2033483,cached
St.,Wollert,3752,VIC,Australia,8IEK3,-37.6377485,145.082419,cached
9 Burbank Close,Tarro,2322,NSW,Australia,6134,-32.8104882,151.6565392,cached
9 Burbank Close,Tarro,2322,NSW,Australia,6137,-32.8104882,151.6565392,cached
1502/61 Brookes Street,Bowen Hills,4006,QLD,Australia,745,-27.4514155,153.0352185,cached
16 Collette Parade,Parramatta,2150,NSW,Australia,2378,-33.8057346,151.0236617,cached
18 Chalcedony St,Eagle Vale,2558,NSW,Australia,2391,-34.0380749,150.8207283,cached
109 Maxwell Street,South Penrith,2750,NSW,Australia,616SE,-33.7734144,150.6981893,cached
4 Alice Street,Seven Hills,2147,NSW,Australia,2412,-33.7760496,150.9348446,cached
18 Argyle Street,Frankston,3199,VIC,Australia,9032,-38.15453309999999,145.1255294,cached
67 Watling Avenue,Lynwood,6147,WA,Australia,1483,-32.0410441,115.9270874,cached
Unit 4 / 122 Blackwall Rd Woy Woy,Woy Woy,2256,NSW,Australia,ML9HP,-33.4902417,151.3267608,cached
311 High St,Ashburton,3147,VIC,Australia,9113,-37.8636271,145.0832363,cached
1/9 Bell Street,Hornsby,2077,NSW,Australia,2421,-33.69035,151.1028034,cached
390 Boronia Road,Boronia,3155,VIC,Australia,9162,-37.8570799,145.2554021,cached
56 Miranda Road,Reservoir,3073,VIC,Australia,9163,-37.7069473,145.0210931,cached
12 Davies Avenue,Brookfield,3338,VIC,Australia,9191,-37.69544459999999,144.5571838,cached
Waratah Street,Beveridge,3753,VIC,Australia,9204,-37.4782382,144.9613398,cached
200 Sydney Road,Coburg,3058,VIC,Australia,9223,-37.7494959,144.9654365,cached
200 Sydney Road,Coburg,3058,VIC,Australia,9227,-37.7494959,144.9654365,cached
105 Punt Road,Windsor,3181,VIC,Australia,924,-37.8513672,144.9838615,cached
105 Punt Road,Windsor,3181,VIC,Australia,925,-37.8513672,144.9838615,cached
105 Punt Road,Windsor,3181,VIC,Australia,926,-37.8513672,144.9838615,cached
55 Macksville Street,Carnes Hill,2171,NSW,Australia,6939,-33.93619839999999,150.8535942,cached
"Cub street, Leppington",Leppington,2179,NSW,Australia,6938,-33.9794647,150.8080168,cached
8 Tarlo Place,Woongarrah,2259,NSW,Australia,2431,-33.2487704,151.49152,cached
39 Botanical Drive,Lara,3212,VIC,Australia,9284,-38.0130674,144.3821005,cached
25/28 Joyce Street,Pendle Hill,2145,NSW,Australia,7047,-33.8028471,150.9575977,cached
Middleton Grange,Middleton Grange,2171,NSW,Australia,7103,-33.9149164,150.8394943,cached
Timms Street,South Eastern Melbourne,3805,VIC,Australia,861,-38.0591957,145.2933703,cached
98 Bunnerong road,Pagewood,2035,NSW,Australia,2440,-33.9382541,151.2287294,cached
Chaffey Street,Jordan Springs,2747,NSW,Australia,7303,-33.7327921,150.7535539,cached
86 Prince Charles St,Frenchs Forest,2086,NSW,Australia,7355,-33.7439577,151.2205959,cached
Surround Drive,Mambourin,3024,VIC,Australia,92B9I,-37.8943599,144.5903807,cached
Williams Landing,Williams Landing,3027,VIC,Australia,85477,-37.8614859,144.7439497,cached
Drive,Craigieburn,3064,VIC,Australia,9305,-37.5939825,144.9100319,cached
8 Anderson St,Pakenham,3810,VIC,Australia,9371,-38.0729591,145.4831714,cached
8 Anderson St,Pakenham,3810,VIC,Australia,9376,-38.0729591,145.4831714,cached
35 Havilah Ave,Normanhurst,2076,NSW,Australia,7381,-33.720934,151.1066738,cached
"Lot 622, No:  6 Yeoman Street",Melton South,3338,VIC,Australia,9385,-37.7177743,144.5676574,cached
150 Tower Street,Thornhill Park,3095,VIC,Australia,93G2E,-37.714906,144.62862,cached
17 wilbur Street,Greenacre,2190,NSW,Australia,2444,-33.9101224,151.0724962,cached
Jevons Street,Mambourin,3024,VIC,Australia,9450,-37.8956451,144.5893119,cached
12 Beldi St.,Wollert,3750,VIC,Australia,9475,-37.6060429,145.0215812,cached
Pennings Road,Wyndham Vale,3024,VIC,Australia,9525,-37.8627031,144.6244784,cached
4 Dunlop Street,Wangaratta,3677,VIC,Australia,8809,-36.3477967,146.3053541,cached
22 Raneen Drive,Langwarrin,3910,VIC,Australia,9548,-38.1385513,145.2150893,cached
7 Westlake Road,Morley,6062,WA,Australia,4IPGM,-31.8825112,115.8989408,cached
2-6 Piper Way,Minto,2566,NSW,Australia,7493,-34.0257545,150.8557059,cached
61 Fowler Road,Merrylands,2160,NSW,Australia,2449,-33.8387426,150.9755472,cached
"Blanch Street, Ardeer, Victoria",Ardeer,3022,VIC,Australia,9693,-37.7793372,144.8022981,cached
40 Friar Close,Port Macquarie,2444,NSW,Australia,2537,-31.4482738,152.8727414,cached
Mulga Road,Penrith,2750,NSW,Australia,7554,-33.9801241,151.0750707,cached
157 Victoria Street,North Geelong,3215,VIC,Australia,9725,-38.1219281,144.3445401,cached
Sandgate Rd,Wallsend,2287,NSW,Australia,3PI2V,-32.8911058,151.6870348,cached
Whiteside Street,Beveridge,3753,VIC,Australia,97W6G,-37.4769551,144.9632165,cached
1 Betty Avenue,Sydney Olympic Park,2127,NSW,Australia,7602,-33.8481538,151.0747584,cached
5B Pinewood Close,Pokolbin,2232,NSW,Australia,C3HTA,-33.2487252,151.4813341,cached
2 Salim Way,Clyde North,3978,VIC,Australia,9FQKM,-38.1128806,145.3280307,cached
42 Frederick Street,Fairfield,2165,NSW,Australia,6446,-33.8748544,150.9475227,cached
2/34 Richmond Street,Blackburn South,3130,VIC,Australia,9JW3V,-37.8452961,145.1371712,cached
14-16 Park Street,Port Macquarie,2444,NSW,Australia,A9IBX,-31.4316644,152.8998665,cached
Beldon,Beldon,6027,WA,Australia,6536,-31.77263619999999,115.7671767,cached
66 Lyndale Avenue,Parkwood,6147,WA,Australia,6824,-32.0504806,115.9113731,cached
30 Boyce Ave,Wyong,2259,NSW,Australia,JCL1R,-33.2895939,151.4345174,cached
"Lower Heidelberg Road, Ivanhoe East, VIC 3079",Ivanhoe East,3079,VIC,Australia,AH2XQ,-37.7723917,145.0557138,cached
65 Lee Ann Cresent,Cessnock,2325,NSW,Australia,8BNV7,-32.8234547,151.3577961,cached
13 Molesworth Drive,Highton,3216,VIC,Australia,9190,-38.1924948,144.3179702,cached
2/14 Barkly Street,Cranbourne,3977,VIC,Australia,AL65A,-38.1018171,145.2877203,cached
1507/10 Regent Street Wollongong NSW,Wollongong,2500,NSW,Australia,87JLR,-34.4243695,150.8908341,cached
51 Scenic Circle,Budgewoi,2262,NSW,Australia,LWCIN,-33.2294289,151.545713,cached
35 Margie Street,Wyndham Vale,3024,VIC,Australia,B5HCP,-37.8695298,144.6289581,cached
7 Doherty Court,Traralgon,3844,VIC,Australia,B629G,-38.1924862,146.5176427,cached
76 Hurlingham loop,Meadow Springs,6210,WA,Australia,1126,-32.4877907,115.7583441,cached
"6 Avocent Way, Armstrong Creek",Geelong,3217,VIC,Australia,BKJ7J,-38.2401552,144.374689,cached
"5 Hope Street, Kangaroo Flat",Kangaroo Flat,3555,VIC,Australia,BTEBU,-36.7946481,144.2371159,cached
121 Granite Street,Port Macquarie,2444,NSW,Australia,P5VHN,-31.4481066,152.9145096,cached
12 Dove Avenue,Winter Valley,3358,VIC,Australia,C4QNC,-37.5740704,143.7837855,cached
4 Costello Street,Mont Albert North,3129,VIC,Australia,CCQTH,-37.8042137,145.1137955,cached
19 Power Street,Dandenong,3175,VIC,Australia,94RIP,-37.9903792,145.2229346,cached
Avaward Steet,Wyndham Vale,3024,VIC,Australia,9595,-37.8520536,144.5981924,cached
100 Fenway boulevard,Clyde North,3978,VIC,Australia,CJT1D,-38.0878781,145.3418177,cached
12 Carson Lane St Marys,St Marys,2760,NSW,Australia,9P99R,-33.7685151,150.7723309,cached
25–27 White Street,Morwell,3840,VIC,Australia,CMG5D,-38.2401273,146.401038,cached
16 Simpson Street,Auburn,2144,NSW,Australia,9ZIHX,-33.8462872,151.0387365,cached
Lot 38 Epiq Estate,Lennox Head,2478,NSW,Australia,AIG9S,-28.807388,153.582107,cached
Lockheed Hudson Drive,Horsley,2530,NSW,Australia,Y13KI,-34.4956489,150.7518554,cached
706 Octavia Place,Strathtulloh,3338,VIC,Australia,4I9AD,-37.7355143,144.6017868,cached
4 Joyner Street,Westmead,2145,NSW,Australia,AYIQ7,-33.8182152,150.9923008,cached
11 Turnberry Avenue,Cessnock,2325,NSW,Australia,3748,-32.8250716,151.3329928,cached
32 Hanover Court,Melton South,3338,VIC,Australia,CZR37,-37.7139321,144.5677699,cached
5 Lucerne Road,Ferntree Gully,3156,VIC,Australia,D41EU,-37.895809,145.2617549,cached
Holland Court,Flemington,3031,VIC,Australia,DIKPK,-37.7876329,144.9346666,cached
44 Clifton grove Carrum Downs,Carrum Downs,3201,VIC,Australia,DPZXF,-38.0902718,145.1774921,cached
13 Dove Avenue,Delacombe,3558,VIC,Australia,DULPD,-37.5737597,143.7843957,cached
"65 Doonside Cres, Blacktown NSW 2148",Blacktown,2148,NSW,Australia,8248,-33.7646579,150.8887212,cached
192 Neville Street Smithfield NSW,Smithfield,2164,NSW,Australia,82IAD,-33.8523274,150.9201555,cached
Lot 1 Strauss St,Springdale Heights,2641,NSW,Australia,FNMTD,-36.0292964,146.9453895,cached
IRONSTONE ST,Cranbourne East,3977,VIC,Australia,E6SWR,-38.1308386,145.3131136,cached
220 Vickers Road,Lavington,2640,NSW,Australia,4113,-36.04625,146.9573737,cached
Lot 11 Benson Close,Delacombe,3356,VIC,Australia,ERQUI,-37.5851297,143.8091106,cached
14 Tinnadice Road,Cranbourne East,3977,VIC,Australia,FJYLV,-38.12021439999999,145.2939441,cached
"Jarmain Close, Gunnedah",Gunnedah,2380,NSW,Australia,944,-30.9935576,150.2362904,cached
80 Minnamurra Road,Gorokan,2263,NSW,Australia,P1T3D,-33.2556274,151.4952757,cached
503A/41 Crown Street,Wollongong,2500,NSW,Australia,NA3G9,-34.4260246,150.8999178,cached
Saric Street,Fraser Rise,3336,VIC,Australia,FU6NF,-37.711778,144.7173855,cached
8 Moss Ave,Toukley,2263,NSW,Australia,QJB2I,-33.2647847,151.5352894,cached
"2 Station Pl, Malvern VIC 3144",Malvern,3144,VIC,Australia,N4EXW,-37.8662947,145.0285607,cached
30 Boyce Avenue,Wyong,2259,NSW,Australia,JTGSV,-33.2895939,151.4345174,cached
350 Macaulay Road,Kensington,3031,VIC,Australia,CZ5NN,-37.7936233,144.9349294,cached
Matthew Bell Way,Jordan Springs,2747,NSW,Australia,U9241,-33.7181092,150.7317564,cached
Lot 16 Kalimna Glen,Rutherford,2320,NSW,Australia,UG7A1,-32.7151729,151.5251819,cached
19 Portrush Ave,Cessnock,2523,NSW,Australia,5353,-32.8238249,151.3340511,cached
70 Rose Avenue,Norlane,3214,VIC,Australia,GRJD3,-38.08822079999999,144.3639468,cached
77 Fennell Crescent,Blackalls Park,2283,NSW,Australia,XL99R,-33.0080058,151.5858798,cached
101 Wall Park Ave,Blacktown,2148,NSW,Australia,5918,-33.7756229,150.9213485,cached
St Albans Road,Schofields,2762,NSW,Australia,ZB4FF,-33.6909256,150.8768824,cached
44 Maize Street,Tenambit,2323,NSW,Australia,6640,-32.7425386,151.6013011,cached
706/7 Maple Tree Road,Westmead,2145,NSW,Australia,740,-33.8072211,150.9861079,cached
Russell Street,Essendon,3040,VIC,Australia,HH4S1,-37.7558449,144.9166926,cached
406/7 Maple Tree Road,Westmead,2145,NSW,Australia,748,-33.8072211,150.9861079,cached
115 Doveton Avenue,Doveton,3177,VIC,Australia,HHPF9,-37.9912652,145.251701,cached
56 Kareena Rd,Miranda,2228,NSW,Australia,8736,-34.0324521,151.1143107,cached
Gardener Cct,Singleton,2330,NSW,Australia,8525,-32.5348062,151.1625684,cached
1 Hemlock Street,Murwillumbah,2484,NSW,Australia,8843,-28.3285095,153.3767224,cached
"82 Barbra Dr, Charlemont VIC 3217",Geelong,3220,VIC,Australia,HIVMQ,-38.2145168,144.3555996,cached
on application,Wadalba,2259,NSW,Australia,622,-33.27010509999999,151.45683,cached
25 Greville Street,Beresfield,2322,NSW,Australia,6228,-32.8011226,151.6517494,cached
25 Greville Street,Beresfield,2322,NSW,Australia,6231,-32.8011226,151.6517494,cached
Lot 134 Tarcoola Grove,Eglinton,6034,WA,Australia,WJ64J,-31.5960136,115.6848922,cached
Retreat Drive,Penrith,2750,NSW,Australia,XWVQC,-33.7556613,150.6853094,cached
27 21 ST 37 33 34 WESTBOURNE ST,Strathtulloh,3338,VIC,Australia,HNM8B,-37.7336187,144.6032742,cached
"Hampshire Avenue,",Rockbank,3335,VIC,Australia,HNXV3,-37.7424015,144.6553887,cached
99 West High Street,Coffs Harbour,2450,NSW,Australia,ZKJKN,-30.2955769,153.1109378,cached
18 Cooma Road,Greystanes,2145,NSW,Australia,1068,-33.8136805,150.9345906,cached
71 Alfred Rose Crescent,Collingwood Park,4301,NSW,Australia,6693,-27.6362919,152.8533112,cached
2 Sebright,Austral,2179,NSW,Australia,6708,-33.9335839,150.8085381,cached
"38 Westbourne street,",Strathtulloh,3338,VIC,Australia,I85E1,-37.7336005,144.6030235,cached
362 Parnall Street,Lavington,2641,NSW,Australia,8602,-36.0480757,146.9326829,cached
56 Kareena Rd,Miranda,2228,NSW,Australia,8737,-34.0324521,151.1143107,cached
47 Mackenzie Street West,Bendigo,3555,VIC,Australia,ILJ64,-36.7716131,144.2535513,cached
Wyanna Drive,Taree,2430,NSW,Australia,6853,-31.8923134,152.465007,cached
8 Cameron Way Pakenham,Pakenham,3810,VIC,Australia,IRD9Z,-38.077304,145.4948162,cached
6 Hemmings Street.,Dandenong,3175,VIC,Australia,ITIZ7,-37.9833281,145.2103825,cached
228 Kingsway,Woolooware,2230,NSW,Australia,VQBBA,-34.0453059,151.1314017,cached
Wyanna Drive,Taree,2430,NSW,Australia,6854,-31.8923134,152.465007,cached
200 Burwood road,Hawthorn,3122,VIC,Australia,J3MD6,-37.822267,145.0299581,cached
4 Niblick St,West Wodonga,3690,VIC,Australia,J9EVS,-36.13122490000001,146.8465136,cached
3340,Darley,3340,VIC,Australia,JML93,-37.6591643,144.4420441,cached
15 Dove Avenue,Delacombe,3558,VIC,Australia,JT4X4,-37.573713,143.7846094,cached
5 Albion Grove Crescent,Griffith,2680,NSW,Australia,2190,-34.2987945,146.0318571,cached
"Everbloom Crescent, Tarneit, VIC",Tarneit,3029,VIC,Australia,K4XCK,-37.8329711,144.6386892,cached
1 FRASER COURT,Sunbury,3429,VIC,Australia,KA55L,-37.5827107,144.718124,cached
"Brilliant Street, Roxburgh Park",Roxburgh Park,3064,VIC,Australia,KCEF9,-37.6244488,144.9186472,cached
22 Presentation Boulevard,Lucas,3358,VIC,Australia,KD9GN,-37.569685,143.7908283,cached
41 Twin road,North Ryde,2113,NSW,Australia,7390,-33.8053168,151.1263887,cached
11 Patrick Street,Whittington,3219,VIC,Australia,KKP66,-38.17699450000001,144.3868452,cached
Acacia - The Village Kelso,Kelso,2795,NSW,Australia,7424,-33.4195641,149.6147829,cached
46 Mooramba Ave,North Gosford,2250,NSW,Australia,F2J2P,-33.4174613,151.3540566,cached
Normandy street,South Melbourne,3205,VIC,Australia,KLY9J,-37.8353194,144.9503377,cached
2/5 Windsor Place,Melton West,3290,VIC,Australia,II9D6,-37.6712229,144.5541139,cached
35 Hamish Road,Darley,3340,VIC,Australia,KPT79,-37.6623779,144.4319269,cached
3336,Fraser Rise,3336,VIC,Australia,KW9YK,-37.7097302,144.7268092,cached
Lorikeet Circuit,Rockbank,3335,VIC,Australia,L17NB,-37.7430163,144.658736,cached
6 Cricklewood Avenue,Frankston,3199,VIC,Australia,L1F4J,-38.1366181,145.1304919,cached
Lot 326 Artistry Way,Bonnie Brook,3335,VIC,Australia,L8SCK,-37.7150319,144.686624,cached
"5 Stud Road, Dandenong",Dandenong,3175,VIC,Australia,LC3K5,-37.98440009999999,145.2205721,cached
9 Bangs Street,Prahran,3186,VIC,Australia,LPI7I,-37.8514881,144.9967767,cached
23 Anthony street,Blacktown,2148,NSW,Australia,7J64W,-33.7499603,150.9197716,cached
9 Turnberry avenue,Cessnock,2523,NSW,Australia,9J422,-32.8249753,151.3331593,cached
200 Frederick St,Rockdale,2216,NSW,Australia,8476,-33.9474924,151.1292285,cached
40A Pacific Highway,Jewells,2280,NSW,Australia,8504,-33.0025892,151.6834218,cached
125 Bell Street,Ivanhoe,3079,VIC,Australia,M5KQD,-37.7534426,145.0515863,cached
21 Hinkler Avenue,Caringbah,2229,NSW,Australia,2565,-34.0387167,151.1164131,cached
Truganina,Wyndham Vale,3024,VIC,Australia,MBXU3,-37.8892516,144.6213448,cached
32 Gribble street,Ballarat,3350,VIC,Australia,ME44R,-37.55484879999999,143.7822437,cached
"Lot 15 Shakespeare Blvd, Officer",Officer,3809,VIC,Australia,MEWY8,-38.0634327,145.4311759,cached
1/14 Tinnadice Road,Cranbourne East,3977,VIC,Australia,MKM4B,-38.12021439999999,145.2939441,cached
105 Dudley Street,Punchbowl,2196,NSW,Australia,2873,-33.9300976,151.0619503,cached
"Lawley St, Spalding",Geraldton,6530,WA,Australia,UNGUQ,-28.7372695,114.6281744,cached
45-47 Collingwood Street,Coffs Harbour,2450,NSW,Australia,AWX83,-30.3024409,153.1367073,cached
4 Glengala Court,Greensborough,3088,VIC,Australia,MWMWF,-37.7181637,145.1016467,cached
53 Wall Ave,Panania,2150,NSW,Australia,BZKKE,-33.943412,151.0022802,cached
89 Knight Street,Arncliffe,2205,NSW,Australia,3072,-33.94146740000001,151.1366248,cached
64 Eyre Street,Echuca,3563,VIC,Australia,NCIIB,-36.1336702,144.7565605,cached
82 La Scala Avenue,Maribyrnong,3032,VIC,Australia,L78VD,-37.7821562,144.8929501,cached
Dalmatian Street,Cranbourne,3977,VIC,Australia,NCPHZ,-38.130257,145.3124065,cached
